book	entry	book_title_serbian	scripture_refs	situation_syriac	scripture_syriac	situation_greek_retroversion	scripture_greek_retroversion	situation_serbian	scripture_serbian
2	56	Против помисли блуда	Мт. 5, 28.	ܢܘ: ܠܘܩܒܠ ܪܥܝܢܐ ܕܒܝܕ ܨ̈ܠܡܐ ܕܡܬܩܝܡܝܢ ܒܬܪܥܝܬܗ ܕܕܟܪ̈ܐ ܘܕܢܩ̈ܒܬܐ: ܡܬܚܦܛ ܕܢܣܥܘܪ ܚܛܝܬܐ܀	ܟܠ ܡܢ ܕܚܙܐ ܐܢܬܬܐ ܐܝܟ ܕܢܪܓܝܗ܆ ܡܚܕܐ ܓܪܗ ܒܠܒܗ	56. προς λογισμον δι᾿ ειδωλων εν αυτωι καθεστωτων ανδρων η γυναι­κων αμαρτιαν ποιειν εσπουδασμενον	+ πας ο βλεπων γυναικα προς το επιθυμησαι αυτης ηδη εμοιχευσεν αυτην εν τη καρδιαι αυτου .	Против ума који жели да почини грех због слика мушких и женских полних органа што су изображени у његовом унутрашњем свету:	Сваки који гледа на жену с жељом за њом, већ је учинио прељубу са њом у срцу своме.
2	57	Против помисли блуда	Мт. 26, 41.	ܢܙ ܠܘܩܒܠ ܢܦܫܐ ܕܡܬܢܣܝܐ ܡܢ ܚܘܫ̈ܒܐ ܛܢܦ̈ܐ ܕܙܢܝܘܬܐ: ܘܠܐ ܨܒܝܐ ܕܬܫܗܪ ܘܬܨܠܐ.܀.	ܐܬܬܥܝܪܘ ܘܨܠܘ ܕܠܐ ܬܥܠܘܢ ܠܢܣܝܘܢܐ. ܫܠܝܚܐ	57. προς ψυχην υπο ακαθαρτων πορνειας λογισμων πειραζομενην και αγρυπνειν και προσευχειν ου βουλομενην	+ .	Против душе која је кушана нечистим помислима блуда:	Бдијте и молите се да не паднете у искушење.
2	58	Против помисли блуда	1. Кор. 6, 9–10.	ܢܚ: ܠܘܩܒܠ ܡܚܫ̈ܒܬܐ ܕܒܙܒܢ ܕܒܪ̈ܢ ܠܢ ܠܫ̈ܘܩܐ: ܒܙܒܢ ܕܝܢ ܠܒܪ ܡܢ ܫ̈ܘܩܐ ܐ̈ܠܨܢ ܠܢ ܕܢܦܗܐ܀	ܠܐ ܬܛܥܘܢ. ܠܐ ܙܢ̈ܝܐ. ܠܐ ܓܝܪ̈ܐ. ܘܠܐ ܡ̈ܚܒܠܐ. ܘܠܐ ܫ̈ܟܒܝ ܥܡ ܕܟܖ̈ܐ. ܘܠܐ ܓܢܒܐ. ܘܠܐ ܝ̈ܥܢܐ. ܘܠܐ ܪ̈ܘܝܐ. ܘܠܐ ܚ̈ܛܘܦܐ. ܗܠܝܢ ܡܠܟܘܬܐ ܕܐܠܗܐ ܠܐ ܝܪ̈ܬܝܢ	58. προς λογισμους τοτε μεν ημας εις αγορας ελαυνοντας τοτε δε εκτος των αγορων περιφερεσθαι ημας αναγκαζοντας	+ μη πλανασθε, ουτε πορνοι ουτε μοιχοι ουτε μαλακοι κτλ .	Против помисли које нас понекад одводе на тргове, а понекад нас приморавају да се мотамо изван тргова:	Не заваравајте се: ни блудници, ни идолопоклоници, ни прељубочинци, ни мекушци, ни педерасти, ни крадљивци, ни грамжљиви, ни пијанице, ни опадачи, ни разбојници неће наследити Царство Божије.
2	59	Против помисли блуда	1. Кор. 10, 8.	ܢܛ ܠܘܩܒܠ ܡܚܫ̈ܒܬܐ ܕܡ̈ܩܝܡܢ ܒܠܒܢ ܙܢܝܘܬܐ ܗܝ ܕܡܪܝܐ ܚܙܐ ܟܕ ܡܣܬܪ̈ܢ܀	ܘܠܐ ܢܙܢܐ ܐܝܟܢܐ ܕܡܢܗܘܢ ܙܢܝܘ: ܘܢܦܠܘ ܒܚܕ ܝܘܡܐ ܥܣܪܝܢ ܘܐܪܒܥܐ ܐ̈ܠܦܝܢ.	59. προς λογισμους εν τηι καρδιαι ημων πορνειαν καθισταντας ην ο κυριος οραι διαπεπραγμενην , aber εικοσιτεσσαρες.		Против помисли које у нашем срцу успостављају блуд, којег смо у очима Господњим већ починили:	Немојмо се одавати блуду, као што су то чинили неки од њих, па их у један дан паде двадесет и три хиљаде.
2	60	Против помисли блуда	Еф. 5, 5.	ܣ: ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܛ̈ܢܦܐ ܕܒܙܒܢ ܒ̈ܚܙܘܢܐ ܕܠܠܝܐ ܡܫܠܡܝܢ ܠܢ: ܘܒܙܒܢ ܒܐܝܡܡܐ ܡܫܪܝܢ ܚܙܬܐ ܕܨܠ̈ܡܐ ܕܨܝܪܝܢ ܒܪܥܝܢܝܢ܀	ܗܕܐ ܕܝܢ ܗܘܝܬܘܢ ܝܕܥܝܢ. ܕܟܠ ܐܢܫ ܕܙܢܝ ܘܛܢܦ ܘܥܠܘܒ ܘܐܝܬܘܗܝ ܦܠܚ ܦܬܟܪ̈ܐ ܠܝܬ ܠܗ ܝܪܬܘܬܐ ܒܡܠܟܘܬܐ ܕܡܫܝܚܐ ܘܕܐܠܗܐ	60. προς ακαθαρτους λογισμους τοτε μεν εν ενυπνιοις ημας παραδιδοντας τοτε δε ημερας εν τηι ημων διανοιαι ορασιν ειδωλων φανταζειν αρχομενους	+ .	Против нечистих помисли које нас с времена на време по ноћи предају виђењима, а с времена на време изображавају по дану виђење слика у нашем унутрашњем свету:	Ово, наиме, добро знајте: да ни један блудник, или нечист, или лакомац, који је исто што идолопоклоник, нема наследства у Христовом и Божијем Царству.
2	61	Против помисли блуда	Јак. 1, 13–14.	ܣܐ: ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܣܒܪܐ ܕܡܢ ܐܠܗܐ ܐܬܝܢ ܢܣ̈ܝܘܢܐ ܥܠ ܒܢܝܢܫ̈ܐ܀	ܠܐ ܢܐܡܪ ܐܢܫ ܟܕ ܡܬܢܣܐ: ܕܡܢ ܐܠܗܐ ܐܬܢܣܝܬ. ܐܠܗܐ ܕܝܢ ܠܐ ܡܢܣܐ ܠܒܪܢܫܐ ܒܒܝܫ̈ܬܐ. ܐܢܫ ܐܢܫ ܕܝܢ ܡܢ ܪܓܬܗ ܗܘ ܡܬܢܣܐ	61. προς λογισμον ως παρα θεου ερχονται οι πειρασμοι οιομενον	+ .	Против помисли која сматра да нам искушења долазе од Бога:	Ниједан кад је кушан да не говори: Бог ме куша; јер Бог је непријемчив за кушање злом и Он не искушава никога.
2	62	Против помисли блуда	Јак. 4, 1.	ܣܒ ܠܘܩܒܠ ܢܦܫܐ ܕܠܐ ܝܕܥܐ: ܕܡܢ ܪ̈ܓܝܓܬܐ ܓܕܫܝܢ ܠܗ ܡܢ ܕܝ̈ܘܐ ܢܣܝ̈ܘܢܐ ܕܟܠܓܢܣ܀	ܡܢ ܐܝܟܐ ܐܝܬ ܒܟܘܢ ܩܪ̈ܒܐ ܘܡ̈ܨܘܬܐ. ܠܐ ܗܘܐ ܡܢ ܪ̈ܓܝܓܬܐ ܕܡܩܪܒܢ ܒܗ̈ܕܡܝܟܘܢ	62. προς ψυχην ου γιγνωσκουσαν οτι απο των επιθυμητων αυτηι παρα των δαιμονων παντοιοι πειρασμοι επιτυγχανουσιν	+ ποθεν πολεμοι και μαχαι εν υμιν; ουκ εκ των ηδονων κτλ .	Против душе које не зна да посредством жеља долазе на њу свеколика искушења од стране демона:	Откуда ратови и откуда борбе међу вама? Не долазе ли од ваших жеља које се боре у вама?
2	63	Против помисли блуда	1. Пт. 4, 12–13.	ܠܘܩܒܠ ܡܚܢܫܒܬܐ ܕܢܦܫܐ ܕܠܐ ܡܣܝܒܪܐ ܠܓܫܬܐ ܕܕܝܘܐ ܕܡܢ ܫܠܝ ܢܦܠ ܒܝܢܬ ܥܛܡ̈ܬܐ: ܘܡܢ ܠܬܚܬ ܡܬܟܪܟ ܒܗܝܢ ܘܡܘܩܕ܀	ܚ̈ܒܝܒܝ܆ ܐܢ ܥܪܨܐ ܥܠܝܟܘܢ ܪܓܬܐ ܐܠܘܨܬܐ ܠܐ ܬܣܒܪܘܢ ܕܡܕܡ ܢܘܟܪܝ ܓܕܫ ܠܟܘܢ. ܡܛܠ ܕܡܬܢܣܝܘ ܡܬܢܣܝܢ ܐܢܬܘܢ ܐܠܐ ܐܝܟ ܫܘ̈ܬܦܐ ܕܚܫ̈ܘܗܝ ܕܡܫܝܚܐ ܚܕܘ ܕܐܦ ܒܓܠܝܢܐ ܕܬܫܒܘܚܬܗ ܬܚܕܘܢ	63. προς λογισμον ψυχης ψηλαφησιν δαιμονος εξαπινης αναμεσον των οσφυων πιπτοντος και κατωθεν εν αυταις εμπεριφερομενου και εμπυριζοντος ου φεροντα	+ αγαπητοι εαν συντυχηι υμιν επιθυμια θλιβουσα μη ξενιζεσθε κτλ .	Против душе која не подноси демонски додир што је изненада пао међу бедрима, и уселио се у њих одоздо, и распалио их:	Љубљени, не чудите се огњу који вам бива ради кушања вашег, као да вам се нешто необично догађа, него се радујте што учествујете у страдањима Христовим, да бисте се и у откривењу славе Његове радовали и веселили.
2	64	Против помисли блуда	1. Пт. 5, 8–9.	ܣܕ ܠܘܩܒܠ ܡܚܫܒܬܐ ܕܢܦܫܐ ܕܡܢ ܥܩܬܐ ܘܟܖ̈ܝܘܬܐ ܢܦܠܐ ܘܣܒܪܐ ܠܗ ܕܗܝ ܒܠܚܘܕܝܗܿ ܗܟܢܐ ܛܒ ܩܫܝܐܝܬ(?) ܡܬܢܣܝܐ܀	ܐܬܬܥܝܪܘ ܘܫܗܪܘ. ܘܥܗܕܘ ܕܒܥܠܕܒܒܟܘܢ ܤܛܢܐ ܐܝܟ ܐܪܝܐ ܢܗܡ ܘܡܗܠܟ. ܘܒܥܐ ܕܠܡܢܘ ܢܒܠܥ ܘܗܘܝܬܘܢ ܡܫܪܪܝܢ ܒܗܝܡܢܘܬܟܘܢ. ܘܗܘܝܬܘܢ ܝܕܥܝܢ ܕܐܦ ܥܠ ܐܚܝ̈ܟܘܢ ܕܒܥܠܡܐ܆ ܗܢܘܢ ܗܠܝܢ ܚܫ̈ܐ ܥܪܨܝܢ	64. προς λογισμον ψυχης απο θλιψεως και λυπης πεσουσης και ως μονη ουτως χαλεπως πειραζεται οιομενης	+ νηψατε γρηγορειτε και μεμνησθε οτι ο αντιδικος ημων κτλ .	Против помисли душе која подлеже невољи и жалости, те претпоставља да нико није тако искушаван као она:	Будите трезвени и бдите, јер супарник ваш, ђаво, као лав ричући ходи и тражи кога да прождере. Њему се успротивите, чврсти у вери, знајући да та иста страдања сналазе вашу браћу по свету.
2	65	Против помисли блуда	2. Пт. 2, 9.	ܣܗ. ܠܘܩܒܠ ܚܘܫܒܐ ܕܡܬܠܚܡ(?) ܠܝ ܘܐܡܪ: ܕܐܝܬ ܠܟ ܕܬܣܒܘܠ ܡܢ ܕܝ̈ܘܐ ܒܝܫ̈ܬܐ ܕܠܐ ܡܬܡ̈ܠܠܢ ܐܝܠܝܢ ܕܠܐ ܨܒܝܬ ܕܐܪܫܘܡ ܐ̈ܢܝܢ ܒܟܬܒܐ: ܕܠܐ ܐܦ ܚܦܝܛܘܬܐ ܕܐܝܠܝܢ ܕܟܬܫܝܢ ܐܥܘܟ: ܘܐܦ ܒܐܝܠܝܢ ܕܗܫܐ ܐܬܪܚܩ ܡܢ ܥܠܡܐ ܙܘܥܬܐ ܐܪܡܐ: ܐܦ ܠܐܢ̈ܫܐ ܒܪܝܪ̈ܐ ܕܐܝܬܝܗܘܢ ܒ̈ܢܝ ܒܥܠܡܐ ܐܟܫܠ. ܫܪܝܪܐܝܬ ܓܝܪ ܣܓܝ ܨ̈ܒܘܬܐ ܕܠܐ ܡܬܡ̈ܠܠܢ. ܚܙܝܬ ܐܢܘܢ ܠܕܝܘܐ ܕܣܥܪܝܢ. ܐܝܠܝܢ ܕܠܐ ܟܒܪ ܫܠܝܛ ܠܗܘܢ ܠܣܓ̈ܝܐܐ ܡܢ ܒ̈ܢܝܢܫܐ ܕܢܡܠܠܘܢ ܐ̈ܢܝܢ. ܣܓܝ ܓܝܪ ܐܚܕܢܝ ܬܗܪܐ ܥܠ ܢܓܝܪܘܬ ܪܘܚܐ ܕܡܠܐ̈ܟܐ ܩ̈ܕܝܫܐ: ܕܐܝܟܢܐ ܠܐ ܐܘܩܕܘ ܘܐܣܝܦܘ ܐܢܘܢ: ܒܫܠܗܒܝܬܐ ܕܢܘܪܐ ܕܠܐ ܕܥܟܐ.܀	ܝܕܝܥ ܗܘ ܡܪܝܐ ܕܢܦܪܘܩ ܠܙܕܝܩܐ ܡܢ ܢܣܝܘܢܐ. ܘܢܛܪ ܠܥܘ̈ܠܐ ܠܝܘܡܐ ܕܕܝܢܐ ܟܕ ܡܫܬܢܩܝܢ܀	65. προς λογισμον απειλουντα μοι και λεγοντα οτι υπο των δαιμονων αρρητα κακα φερειν μελλεις α σαφισαι ουκ εβουλομην εν τη γραφηι ινα μη την τε σπουδην των αγωνιζομενων καταψυχω και μη τοις ηδη του κοσμου αποκεχωρισμενοις ταραχην εμβαλλω μηδε τους ιδιωτας τους εν τωι κοσμωι σκανδαλισω· αληθως γαρ πολλα ανεκδιηγητα εωρακα τους δαιμονας ποιειν α ου πολλοις των ανθρωπων δυνατον λαλειν. πολλη γαρ κατελαβε με εκστασις περι της των αγιων αγγελων μακροθυμιας πως αυτους ου κατεκαυσαν και κατηργησαν φλογι πυρος ασβεστου	+ . ευλογητος ο κυριος ημων Ι. Χ. ος εδωκεν ημιν την νικην κατα του δαιμονος της πορνειας.	Против помисли која ми прети и говори: „Поднећеш неизрецива зла од стране демона“, наиме помисли коју не желим у целости да запишем, еда не бих помутио ревност оних који се боре, нити да бих големим страхом плашио оне који су се управо одрекли света, нити да бих саблазнио неискусне људе који живе у свету. Јер, заиста сам видео демоне како врше неизрецива зла и чине ствари које можда није допуштено пренети већини људи. Осим тога, био сам силно запрепашћен трпљењем светих анђела и чудио се како нису спалили и спржили демоне пламеном неугасивог огња:	Господ зна побожне избављати од искушења, а неправедне чувати за казну на дан суда.
3	1	О среброљубљу	Пост. 14, 22–23.	ܠܘܩܒܠ ܕܝܘܐ ܕܡܠܟ ܠܝ ܒܬܪܥܝܬܝ. ܕܗܐ ܠܡ ܒܚܠܡܐ ܡܓܪܓ ܐܢܐ ܠܚܕ ܡܢ ܒ̈ܢܝ ܓܢܣܟ: ܐܘ ܠܚܕ ܡܢ ܥܬܝܪ̈ܐ ܕܢܫܕܪ ܠܟ ܕܗܒܐ܀	ܐܪܝܡܬ ܐܝ̈ܕܝ ܠܘܬ ܐܠܗܐ ܡܪܝܡܐ ܕܩܢܐܝܢܗ ܫܡܝܐ ܘܐܪܥܐܐ: ܐܢ ܡܢ ܚܘܛܐ ܘܥܕܡܐ ܠܥܪܩܬܐ ܕܡܣܢܐ܆ ܐܢ ܐܣܒ ܡܢ ܟܠ ܡܕܡ ܕܐܝܬ ܠܟ	1. προς δαιμονα επαγγελλοντα μοι εν τη διανοιαι μου οτι εν υπνωι τινι των συγγενων σου η των πλουσιων χρυσον σοι πεμψαι ενυποθησω	+ εκτενω την χειρα μου προς τον θεον τον υψιστον κτλ .	Против демона који ми објављује у мом унутрашњем свету: „У сну ћу намамити неког од твојих рођака или неког од богатих да ти пошаље злато“:	Дижем руку своју к Господу Богу Вишњему, чије је небо и земља, заклињући се да нећу узети ни кончића, ни ремена од обуће, нити ишта што је твоје.
3	2	О среброљубљу	Пост. 28, 20–22.	ܒ ܠܘܩܒܠ ܚܘܫܒܐ ܕܡܚܘܐ ܠܝ ܡܣܟܢܘܬܐ ܡܪܝܪܬܐ ܘܒܝܫ̈ܬܐ ܕܢܒ̈ܥܢ ܡܢܗ: ܘܡܪܢܝܐ ܠܝ ܕܒܝܘܡܐ ܕܡܣܬܢܩ ܐܢܐ ܠܐ ܡܫܬܟܚ ܠܝ ܡܥܕܪܢܐ܀	ܐܢ ܢܗܘܐ ܡܪܝܐ ܐܠܗܐ ܥܡܝ: ܘܢܛܪܢܝ ܒܐܘܪܚܐ ܗܕܐ ܕܐܙܠ ܐܢܐ ܒܗ: ܘܢܬܠ ܠܝ ܠܚܡܐ ܠܡܐܟܠ ܘܡ̈ܝܐ ܠܡܫܬܐ ܘܠܒܘܫܐ ܠܡܠܒܫ: ܘܐܗܦܘܟ ܒܫܠܡܐ ܠܒܝܬ ܐܒܝ ܢܗܘܐ ܠܝ ܡܪܝܐ ܐܠܗܐ. ܘܟܐܦܐ ܗܕܐ ܕܥܒܕܬ ܩܝܡܬܐ ܬܗܘܐ ܒܝܬܐ ܕܐܠܗܐ	2. προς λογισμον πτωχειαν πικραν και κακα εξ αυτης ανατελλοντα μοι αποδει­κνυντα και μεριμναν με ποιουντα μη ποτε ημεραι ενδειας μου ουχ ευρεθησεται μοι βοηθος	+ εαν ηι κυριος ο θεος μετ’ εμου και διαφυλαξηι με εν την οδωι κτλ .	Против помисли која ми приказује горко сиромаштво и зла која из њега произлазе, те ми говори како у дан невоље нећу наћи помоћника:	Ако Бог буде са мном, и сачува ме на путу којим идем, и да ми хлеба да једем, и одела да се облачим, а ако се вратим на миру у дом оца својега, Господ ће ми бити Бог, а камен овај који утврдих за спомен биће дом Божији.
3	3	О среброљубљу	Изл. 21, 16.	ܓ ܠܘܩܒܠ ܚܘܫܒܐ ܕܪܚܡܬ ܟܣܦܐ ܕܥܒܕ ܥܢ ܕܢܨܚܐ ܠܐܒ̈ܗܝܢ: ܥܠ ܕܠܐ ܝܗܒܘ ܠܝ ܡܢ ܩܢܝܢܗܘܢ܀.	ܕܡܨܚܐ ܠܐܒܘܗܝ ܘܠܐܡܗ ܡܬܩܛܠܘ ܢܬܩܛܠ	3. προς λογισμον φιλαργυριας λοιδορειν ημας τους ημων πατερας ποιουντα οτι ου μετεδοσαν ημιν των κτηματων αυτων	+ ο κακολογων πατερα αυτου κτλ .	Против помисли среброљубља која нас је приморала да грдимо своје родитеље, јер нам нису предали ништа од своје имовине:	Ко опсује оца својега или матер своју, да се погуби смрћу.
3	4	О среброљубљу	Изл. 23, 9.	ܠܘܩܒܠ ܚܘܫܒܐ ܐܝܢܐ ܕܡܛܠ ܪܚܡܬ ܟܣܦܐ: ܡܓܪܐ ܠܢ ܕܢܥܝܩܝܘܗܝ ܒܝܕ ܝܘܩܪܐ ܕܥܡ̈ܠܐ ܣ̈ܓܝܐܐ: ܠܐܝܢܐ ܕܗܫܐ ܐܬܬܠܡܕ܀	ܠܥܡܘܪܐ ܠܐ ܬܥܝܩܘܢ. ܡܛܠ ܕܐܢܬܘܢ ܝܕܥܝܢ ܐܢܬܘܢ ܡܢ ܢܦܫܟܘܢ ܢܦܫܐ ܕܥܡܘܪܐ ܡܛܠ ܕܥܡܘܪ̈ܐ ܗܘܝܬܘܢ ܒܐܪܥܐ ܕܡܨܪܝܢ.	4. προς λογισμον δια φιλαργυριαν ημας προτρεποντα βαρει (μοχθηριαι) πολλων πονων τον αρτι μαθητευοντα καταθλιψαι	+ και προσηλυτον ου θλιψετε κτλ .	Против помисли која нас због среброљубља наводи да бременом многих послова мучимо брата који је недавно постао ученик:	Немојте мучити дошљака, јер познајете душу његову. Јер и сами сте били дошљаци у земљи египатској.
3	5	О среброљубљу	Лев. 19, 18.	ܗ: ܠܘܩܒܠ ܚܘܫܒܐ ܕܪܚܡܬ ܟܣܦܐ ܕܐܚܕ ܪ̈ܚܡܐ ܡܢ ܐܝܢܐ ܕܫܐܠ ܡܢܗ ܣܘܢܩܢܐ. ܘܠܢ ܗܘ ܒܠܚܘܕܝܢ ܡܠܟ ܠܢ ܕܢܣܝܡ.܀	ܐܚܒ ܠܩܪܝܒܟ ܐܝܟ ܢܦܫܟ ܐܢܐ ܐܢܐ ܡܪܝܐ ܐܠܗܟ.	5. προς φιλαργυριας λογισμον τα σπλαγχνα απο του δεομενου αυτου την ενδειαν αποκλειοντα τε και ημιν μονοις ινα αποθωμεθα συμβουλευοντα	+ αγαπησεις τον πλησιον σου ως σεαυτον εγω ειμι κυριος ο θεος σου.	Против помисли среброљубља која је ускратила милосрђе потребитом брату и која нас је саветовала да гомиламо намирнице само за себе:	Љуби ближњег свога као самога себе. Ја сам Господ, Бог твој!
